PERMIT NUMBER,OWNER NAME,OPERATING NAME,BUSINESS NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude,Accuracy Score,Accuracy Type
AZ-W-15067,GRANITE CREEK VINEYARDS LLC,GRANITE CREEK VINEYARDS,GRANITE CREEK VINEYARDS,1145 E GRANITE CREEK LN,CHINO VALLEY,AZ,86323,YAVAPAI,34.784183,-112.444634,1,range_interpolation
AZ-W-20307,"JORVE MACMILLAN VINEYARDS, L.L.C.",ZARPARA VINEYARD,ZARPARA VINEYARD,6777 S ZARPARA LN,WILLCOX,AZ,85643,COCHISE,32.407245,-109.96549,0.33,place
AZ-W-20496,"ARIZONA HOPS AND VINES, LLC",ARIZONA HOPS AND VINES,ARIZONA HOPS AND VINES,3450 HWY 82,SONOITA,AZ,85637,SANTA CRUZ,31.700855,-110.591501,0.9,range_interpolation
AZ-W-20540,KVB ENTERPRISE LLC,,KVB ENTERPRISE,7240 E MAIN ST STE C100,SCOTTSDALE,AZ,85251,MARICOPA,33.493387,-111.925027,1,rooftop
AZ-W-21001,"ARIDUS WINE COMPANY, LLC",,ARIDUS WINE COMPANY,1126 N HASKELL AVE,WILLCOX,AZ,85643,COCHISE,32.268055,-109.821874,1,range_interpolation
AZ-W-21003,"CADUCEUS CELLARS, LLC",,CADUCEUS CELLARS,4626 OLD HWY 279,CAMP VERDE,AZ,86322,YAVAPAI,34.633776,-111.931251,1,rooftop
AZ-W-21004,"FLYING LEAP VINEYARDS, INC.",FLYING LEAP VINEYARDS,FLYING LEAP VINEYARDS,342 ELGIN RD,ELGIN,AZ,85611,,31.659054,-110.548654,1,rooftop
AZ-W-21005,HUGOVINO INC,NOSH,NOSH,4080 W RAY RD STE 26,CHANDLER,AZ,85226,MARICOPA,33.322378,-111.911818,1,rooftop
AZ-W-21006,PROTEC L.L.C.,CASAVINO WINERY,CASAVINO WINERY,12005 N SAGUARO BLVD STE 101,FOUNTAIN HILLS,AZ,85268,MARICOPA,33.595466,-111.714991,1,rooftop
AZ-W-21007,"CELLA WINERY, L.L.C.",,CELLA WINERY,6927 E BROOKS BLVD,KINGMAN,AZ,86401,UNITED STATES,35.440104,-113.873091,1,rooftop
AZ-W-21008,"PRESCOTT WINERY, LLC",PRESCOTT WINERY,PRESCOTT WINERY,8910 E MARROW RD,PRESCOTT VALLEY,AZ,86315,AZ,34.680553,-112.307845,0.9,rooftop
AZ-W-21009,PROTEC L.L.C.,TWISTED ROSE WINERY,TWISTED ROSE WINERY,15040 N NORTHSIGHT BLVD STE 104,SCOTTSDALE,AZ,85260,MARICOPA,33.62215,-111.897887,1,rooftop
AZ-W-21010,"BEAR TRACK, INC.",BEAR TRACK BISTRO AND WINERY,BEAR TRACK BISTRO AND WINERY,4743 E SUNRISE DR,TUCSON,AZ,85718,PIMA,32.309788,-110.891503,1,rooftop
AZ-W-21011,HALCYON VINEYARDS LLC,RUNE WINES,RUNE WINES,3969 HIGHWAY 82,SONOITA,AZ,85637,SANTA CRUZ,31.724119,-110.524135,0.9,range_interpolation
AZ-W-21012,WAGON WHEEL WINERY LLC,WAGON WHEEL WINERY,WAGON WHEEL WINERY,7887 E OLD ROUTE 66,WILLIAMS,AZ,86046,COCONINO,35.264307,-112.037789,1,rooftop
AZ-W-21014,"PASSION CELLARS, LLC",PASSION CELLARS,PASSION CELLARS,3052 N FORT GRANT RD,WILLCOX,AZ,85643,,32.296657,-109.875553,0.7,range_interpolation
AZ-W-21015,AXIOM BREWING COMPANY LLC,ARIZONA MEAD COMPANY,ARIZONA MEAD COMPANY,6503 W FRYE RD STE 12,CHANDLER,AZ,85226,,33.298408,-111.953544,1,rooftop
AZ-W-21016,RAY STEPHENS AND JULIE A. LA MAGNA,TRIDENT WINERY,TRIDENT WINERY,3465 HARPS WAY,PINE,AZ,85544,USA,34.379484,-111.46024,1,range_interpolation
AZ-W-21017,YAVAPAI COLLEGE,,YAVAPAI COLLEGE,601 BLACKHILLS DR,CLARKDALE,AZ,86324,YAVAPAI,34.77113,-112.05794,0.33,place
AZ-W-21018,FOUR TAILS LLC,FOUR TAILS VINEYARD,FOUR TAILS VINEYARD,274 E PEARCE RD,PEARCE,AZ,85625,COCHISE,31.90268,-109.870725,1,rooftop
AZ-W-21019,"GRAND CANYON WINERY, INC",GRAND CANYON WINE TASTING ROOM,GRAND CANYON WINE TASTING ROOM,16842 E PARKVIEW AVE STE 2,FOUNTAIN HILLS,AZ,85268,MARICOPA,33.605987,-111.715877,1,rooftop
AZ-W-21020,"SALT MINE WINE, LLC.",SALT MINE VINEYARDS,SALT MINE VINEYARDS,536 W SALT MINE RD,CAMP VERDE,AZ,86322,YAVAPAI,34.55625,-111.863487,1,rooftop
AZ-W-21021,COTTONTUCKY LLC,CHATEAU TUMBLEWEED,CHATEAU TUMBLEWEED,1151 W STATE ROUTE 89A,CLARKDALE,AZ,86324,YAVAPAI,34.755568,-112.056207,1,rooftop
AZ-W-21022,DESERT ROCK INDUSTRIES LLC,HOFFMAN FAMILY CELLARS,HOFFMAN FAMILY CELLARS,7302 E HELM DR STE 1002,SCOTTSDALE,AZ,85260,MARICOPA,33.620435,-111.922411,1,rooftop
AZ-W-21024,"MOGOLLON VINEYARDS, L.L.C.",,MOGOLLON VINEYARDS,2430 S ST. RT. 69 HWY,DEWEY,AZ,86327,USA,34.507179,-112.243126,0.8,rooftop
AZ-W-21026,THE WINDMILL WINERY AT FLORENCE FARMS LLC,,THE WINDMILL WINERY AT FLORENCE FARMS,1140 W BUTTE AVE,FLORENCE,AZ,85132,PINAL,33.03182,-111.403322,0.9,rooftop
AZ-W-21027,"HEART WOOD CELLARS, LLC",HEART WOOD WINERY,HEART WOOD WINERY,4626 OLD HIGHWAY 279,CAMP VERDE,AZ,86322,YAVAPAI,34.633776,-111.931251,1,rooftop
AZ-W-21028,"PIERCE WINES ARIZONA, LLC",,PIERCE WINES ARIZONA,4626 OLD HIGHWAY 279,CAMP VERDE,AZ,86322,YAVAPAI,34.633776,-111.931251,1,rooftop
AZ-W-21029,"DRINKING HORN, LLC",,DRINKING HORN,506 N GRANT ST STE K,FLAGSTAFF,AZ,86001,COCONINO,35.196105,-111.620754,0.9,rooftop
AZ-W-21030,"COCHISE GROVES INVESTMENTS, LLC",COCHISE WINE COMPANY,COCHISE WINE COMPANY,650 S ARIZONA AVE,WILLCOX,AZ,85643,COCHISE,32.247136,-109.837947,1,rooftop
AZ-W-21031,AZ WINE CELLARS LLC.,KOKOPELLI WINERY,KOKOPELLI WINERY,2115 E CEDAR ST STE 3,TEMPE,AZ,85281,MARICOPA,33.411578,-111.895429,1,rooftop
AZ-W-21032,"RANDR, INC.",RANDR SUSTAINABLE,RANDR SUSTAINABLE,2880 W RATTLESNAKE RD,ASH FORK,AZ,86320,,35.104571,-112.495255,1,rooftop
AZ-W-21033,"TKBM, LLC",GARAGE EAST,GARAGE EAST,3000 E RAY RD BLDG 7,GILBERT,AZ,85296,MARICOPA,33.321791,-111.72618,1,rooftop
AZ-W-21034,LARAMITA CELLARS LLC,,LARAMITA CELLARS,6223 E CATTLE DR,WILLCOX,AZ,85643,COCHISE,32.105046,-109.643016,0.9,range_interpolation
AZ-W-21035,"DOWN TIME WINES, INC.",,DOWN TIME WINES,393 W WARNER AVE STE 109,CHANDLER,AZ,85225,MARICOPA,33.334531,-111.846554,1,rooftop
AZ-W-21036,THE ODDITY WINE COLLECTIVE LLC,THE ODDITY WINE COLLECTIVE,THE ODDITY WINE COLLECTIVE,4626 OLD HWY 279,CAMP VERDE,AZ,86322,YAVAPAI,34.633776,-111.931251,1,rooftop
AZ-W-21037,STOIC CIDER LLC,STOIC CIDER,STOIC CIDER,11600 W FAIR OAKS RD,PRESCOTT,AZ,86035,YAVAPAI COUNTY,34.748902,-112.672277,0.9,rooftop
AZ-W-21038,"DESERT CIDER HOUSE, LLC",DESERT CIDER HOUSE,DESERT CIDER HOUSE,284 E CHILTON DR STE 8,CHANDLER,AZ,85225,,33.354925,-111.837638,1,rooftop
AZ-W-21039,"ASMUNDSON FAMILY VINEYARD, LLC",DEEP SKY VINEYARD,DEEP SKY VINEYARD,124 ELGIN RD,ELGIN,AZ,85611,SANTA CRUZ,31.659719,-110.583059,1,rooftop
AZ-W-21040,CIDER CORPS LLC,CIDER CORPS,CIDER CORPS,31 S ROBSON ST STE 103,MESA,AZ,85210,MARICOPA,33.414093,-111.836416,1,rooftop
AZ-W-21041,"DA VINES VINEYARD, LLC",,DA VINES VINEYARD,2610 N DANCING APACHE RD,CORNVILLE,AZ,86325,YAVAPAI,34.776957,-111.899687,1,rooftop
AZ-W-21042,"EPICENTER WINES, LLC",,EPICENTER WINES,4626 OLD HWY 279,CAMP VERDE,AZ,86322,YAVAPAI,34.633776,-111.931251,1,rooftop
AZ-W-21043,"BIRDS AND BARRELS VINEYARDS AND WINERY, LLC",,BIRDS AND BARRELS VINEYARDS AND WINERY,5000 E ARZBERGER RD,WILLCOX,AZ,85643,COCHISE,32.108894,-109.703527,1,range_interpolation
AZ-W-21044,"ELEPHANT HEAD VINEYARD, LLC",ELEPHANT HEAD VINEYARD,ELEPHANT HEAD VINEYARD,1705 W HAWK WAY,AMADO,AZ,85645,PIMA,31.765146,-111.000286,1,rooftop
AZ-W-21045,"RUSSCO CONTRACTING, INC.",WOODS BAY WINERY,WOODS BAY WINERY,4920 E CHAMBERS RD,WILLCOX,AZ,85643,COCHISE,32.079561,-109.73673,0.6,street_center
AZ-W-21046,LYMAN AZ HOLDINGS LLC,,LYMAN AZ HOLDINGS,820 W MINGUS AVE,COTTONWOOD,AZ,86326,,34.737641,-112.036465,1,rooftop
AZ-W-21047,BELOW THE RIM MEADERY LLC,BELOW THE RIM MEADERY,BELOW THE RIM MEADERY,626 N FOREST ROAD 199,PAYSON,AZ,85541,USA,34.25043,-111.331072,0.9,range_interpolation
AZ-W-21048,"NAJAR CELLARS, LLC",NAJAR CELLARS,NAJAR CELLARS,4626 OLD HIGHWAY 279,CAMP VERDE,AZ,86322,YAVAPAI,34.633776,-111.931251,1,rooftop
AZ-W-21049,"JAVELINA LEAP VINEYARD & WINERY, LLC",,JAVELINA LEAP VINEYARD & WINERY,1565 N PAGE SPRINGS RD,CORNVILLE,AZ,86325,,34.760835,-111.886877,1,rooftop
AZ-W-21050,"INTEGRATED SYSTEMS ENGINEERING SOLUTIONS, LLC",,INTEGRATED SYSTEMS ENGINEERING SOLUTIONS,10000 E EL POSO TRL,TUCSON,AZ,85749,PIMA,32.245448,-110.779368,1,rooftop
AZ-W-21051,"SOLLENBERGER VINEYARDS & WINERY, L.L.C.",,SOLLENBERGER VINEYARDS & WINERY,1199 N PYLE RANCH RD,PAYSON,AZ,85541,GILA,34.365711,-111.181306,1,rooftop
AZ-W-21052,"FLYING LEAP VINEYARDS, INC.",FLYING LEAP VINEYARDS,FLYING LEAP VINEYARDS,5051 E FLYING LEAP WAY,WILLCOX,AZ,85643,COCHISE,32.407245,-109.96549,0.33,place
AZ-W-21053,"FLYING LEAP VINEYARDS, INC.",FLYING LEAP VINEYARDS,FLYING LEAP VINEYARDS,5051 E FLYING LEAP WAY BLDG 2,WILLCOX,AZ,85643,COCHISE,32.407245,-109.96549,0.33,place
AZ-W-21055,CRUSH CRAFT CIDER COMPANY LLC,,CRUSH CRAFT CIDER COMPANY,941 S PARK LN STE 105,TEMPE,AZ,85281,MARICOPA,33.419039,-111.973874,1,rooftop
AZ-W-21056,"BUFFALO JUMP WINES, LLC",BUFFALO JUMP WINES,BUFFALO JUMP WINES,2625 W QUEEN CREEK RD STE 4,CHANDLER,AZ,85248,MARICOPA,33.26075,-111.885584,1,rooftop
AZ-W-21057,"HIGH LONESOME ENTERPRISES, LLC",HIGH LONESOME VINEYARD,HIGH LONESOME VINEYARD,8979 N HIGH LONESOME RD,MCNEAL,AZ,85617,COCHISE,31.58855,-109.825551,0.9,range_interpolation
AZ-W-21058,"JOHN MCLOUGHLIN & ASSOCIATES, INC.",HEAVENS CELLARS,HEAVENS CELLARS,8001 BELL RANCH RD,WILLCOX,AZ,85643,COCHISE,32.039124,-109.678173,0.6,street_center
AZ-W-21059,"OLD PUEBLO CELLARS, L.L.C.",,OLD PUEBLO CELLARS,10088 N SAINT PATRICK RD,TUCSON,AZ,85742,PIMA,32.3898,-111.070533,1,rooftop
AZ-W-21060,"SCALE AND FEATHER MEADERY, LLC",SCALE AND FEATHER MEADERY,SCALE AND FEATHER MEADERY,1050 N FAIRWAY DR STE E112,AVONDALE,AZ,85323,MARICOPA,33.453576,-112.326032,1,rooftop
AZ-W-21061,"LITTLE OLD WINE DRINKERS WINERY, LLC",LITTLE OLD WINE DRINKERS WINERY,LITTLE OLD WINE DRINKERS WINERY,10919 N SHARON RD,KINGMAN,AZ,86401,MOHAVE,35.131719,-113.703932,0.33,place
AZ-W-21062,JAVELINA RUN WINERY LLC,JAVELINA RUN WINERY,JAVELINA RUN WINERY,180 W CONTINENTAL RD STE 178,GREEN VALLEY,AZ,85622,PIMA,31.852767,-110.994675,0.9,rooftop
AZ-W-21063,ZIN BLANTE INC.,,ZIN BLANTE,8059 KANSAS SETTLEMENT RD,WILLCOX,AZ,85643,COCHISE,32.070354,-109.762672,1,range_interpolation
AZ-W-21064,"21 GRAMS VINEYARD & WINERY, INC.",,21 GRAMS VINEYARD & WINERY,8403 BELL RANCH RD,WILLCOX,AZ,85643,COCHISE,32.054474,-109.67851,1,range_interpolation
AZ-W-21065,"BURNING TREE CELLARS, L.L.C.",,BURNING TREE CELLARS,1040 N MAIN ST,COTTONWOOD,AZ,86326,YAVAPAI,34.749008,-112.027504,1,rooftop
AZ-W-21066,"THE MEADING ROOM, LLC",,THE MEADING ROOM,3470 HIGHWAY 82,SONOITA,AZ,85637,SANTA CRUZ,31.683052,-110.628221,1,range_interpolation
AZ-W-21067,"WAGGIN VINEYARD & ESTATE, L.L.C.",,WAGGIN VINEYARD & ESTATE,1540 E SOUTH ST,GLOBE,AZ,85501,GILA,33.395776,-110.768682,1,rooftop
AZ-W-21069,ODYSSEY CELLARS INC.,ODYSSEY CELLARS,ODYSSEY CELLARS,7235 E HAMPTON AVE STE 110,MESA,AZ,85209,MARICOPA,33.388635,-111.67628,1,rooftop
AZ-W-21070,"PASSION CELLARS, LLC",SALVATORE VINEYARDS,SALVATORE VINEYARDS,331 ELGIN RD,ELGIN,AZ,85611,SANTA CRUZ,31.659153,-110.558103,0.9,range_interpolation
AZ-W-21071,VINO BANDITO DE SONOITA LLC,VINO BANDITO VINEYARDS,VINO BANDITO VINEYARDS,60 LONE MESQUITE CT,ELGIN,AZ,85611,SANTA CRUZ,31.609653,-110.563551,0.33,place
AZ-W-21072,"VIGNETO NANNINI, LLC",VIGNETO NANNINI,VIGNETO NANNINI,2120 W INA RD STE 200,TUCSON,AZ,85741,,32.337697,-111.013254,1,rooftop
AZ-W-21073,1764 VINEYARDS LLC,,1764 VINEYARDS,357 W TREASURE RD,PEARCE,AZ,85625,COCHISE,31.93431,-109.894995,1,rooftop
AZ-W-21074,"GALLIFANT CELLARS, LLC",WINERY 101,WINERY 101,9299 W OLIVE AVE STE 101,PEORIA,AZ,85345,MARICOPA,33.565251,-112.258468,1,rooftop
AZ-W-21075,"BESHERT, LLC",LOS MILICS WINERY,LOS MILICS WINERY,423 UPPER ELGIN RD,ELGIN,AZ,85611,SANTA CRUZ,31.717122,-110.523121,1,rooftop
AZ-W-269,"STALTARI, WILLIAM JOSEPH",SAN DOMINIQUE WINERY,SAN DOMINIQUE WINERY,YAVAPAI CTY. HWY. 17 & ARIZONA RT. 169,CAMP VERDE,AZ,86322,YAVAPAI,34.421065,-112.414698,0.9,street_center
AZ-W-273,"SONOITA VINEYARDS, LTD.",,"SONOITA VINEYARDS,",290 ELGIN CANELO RD,ELGIN,AZ,85611,SANTA CRUZ,31.615685,-110.55352,1,rooftop
AZ-W-288,"DOMAINES ELLAM, INC.",THE VILLAGE OF ELGIN WINERY,THE VILLAGE OF ELGIN WINERY,471 ELGIN RD,ELGIN,AZ,85611,PIMA,31.661414,-110.528563,1,range_interpolation
AZ-W-291,"OAK CREEK VINEYARDS & WINERY, INC",OAK CREEK VINEYARDS & WINERY,OAK CREEK VINEYARDS & WINERY,1555 N PAGE SPRINGS RD,CORNVILLE,AZ,86325,YAVAPAI,34.759276,-111.887929,1,rooftop
AZ-W-296,"COLIBRI VINEYARD AND WINERY, L.L.C.",COLIBRI VINEYARD AND WINERY,COLIBRI VINEYARD AND WINERY,2825 W HILLTOP RD,PORTAL,AZ,85632,COCHISE,31.997163,-109.259569,1,range_interpolation
CO-W-15000,"VERSO CELLARS, LLC",,VERSO CELLARS,300 W 11TH AVE,DENVER,CO,80204,DENVER,39.733543,-104.992161,1,rooftop
CO-W-15002,S RHODES VINEYARDS LLC,,S RHODES VINEYARDS,35837 HANSON MESA RD,HOTCHKISS,CO,81419,DELTA,38.826153,-107.689764,1,rooftop
CO-W-15003,WHITEWATER HILL LLC,WHITEWATER HILL VINEYARDS,WHITEWATER HILL VINEYARDS,220 32 RD,GRAND JUNCTION,CO,81503,MESA,39.036065,-108.458167,1,rooftop
CO-W-15005,WINTER PARK WINERY LLC,MILE HIGH WINERY,MILE HIGH WINERY,395 ZEREX ST,FRASER,CO,80442,GRAND,39.946754,-105.815224,0.6,street_center
CO-W-15008,"TALON WINERY, LLC",COLORADO WINE ROOM,COLORADO WINE ROOM,3701 G RD,PALISADE,CO,81526,MESA,39.105544,-108.365794,1,rooftop
CO-W-15009,"SNOWY PEAKS WINERY, LLC",SNOWY PEAKS WINERY,SNOWY PEAKS WINERY,710 CASTLE MOUNTAIN RD,ESTES PARK,CO,80517,LARIMER,40.384689,-105.553803,1,rooftop
CO-W-15010,LEROUX CREEK VINEYARDS LLC,LEROUX CREEK VINEYARDS,LEROUX CREEK VINEYARDS,12388 3100 RD,HOTCHKISS,CO,81419,DELTA,38.835749,-107.778797,1,rooftop
CO-W-15018,"BLOSSOMWOOD CIDERY, LLC",,BLOSSOMWOOD CIDERY,794 NE INDIAN CAMP AVE,CEDAREDGE,CO,81413,DELTA,38.913437,-107.914975,1,rooftop
CO-W-15019,"HCA WINERY ACQUISITION, LLC",THE WINERY AT HOLY CROSS ABBEY,THE WINERY AT HOLY CROSS ABBEY,3011 E HIGHWAY 50,CANON CITY,CO,81212,FREMONT,38.447169,-105.198094,1,range_interpolation
CO-W-15021,"BIJOU CREEK VINEYARDS, LLC",BIJOU CREEK,BIJOU CREEK,601 10TH ST,GREELEY,CO,80631,WELD,40.422804,-104.687663,1,rooftop
CO-W-15022,BONACQUISTI WINE COMPANY,,BONACQUISTI WINE COMPANY,4640 PECOS ST UNIT 1,DENVER,CO,80211,DENVER,39.780896,-105.006293,1,range_interpolation
CO-W-15023,"BETHLEHEM WINE CELLARS, LLC",BETHLEHEM WINE CELLARS,BETHLEHEM WINE CELLARS,42097 MINNESOTA CREEK RD,PAONIA,CO,81428,DELTA,38.859995,-107.57196,1,rooftop
CO-W-15025,PURPLE FEET INC.,WATER 2 WINE,WATER 2 WINE,8130 S UNIVERSITY BLVD UNIT 110,CENTENNIAL,CO,80122,ARAPAHOE,39.56995,-104.95868,1,rooftop
CO-W-15027,"TEN BEARS WINERY, LTD., POUDRE VALLEY VINTNERS, LLC, GENERAL PARTNER",,"TEN BEARS WINERY, LTD., POUDRE VALLEY VINTNERS, LLC, GENERAL PARTNER",5215 TEN BEARS CT,LAPORTE,CO,80535,LARIMER,40.661687,-105.159246,1,rooftop
CO-W-15028,"LONE STAR VINO (DENVER), LLC",,LONE STAR VINO (DENVER),1660 CHAMPA ST,DENVER,CO,80202,DENVER,39.747122,-104.992948,1,rooftop
CO-W-15029,AZURA STUDIOS CORP,,AZURA STUDIOS CORP,16764 FARMERS MINE RD,PAONIA,CO,81428,DELTA,38.894348,-107.587012,1,rooftop
CO-W-15030,"LONE STAR VINO (SILVERTHORNE), L.L.C.",,LONE STAR VINO (SILVERTHORNE),358 BLUE RIVER PKWY,SILVERTHORNE,CO,80498,SUMMIT,39.632323,-106.073304,1,rooftop
CO-W-15031,VINO DI MARIA,VINO DI MARIA,VINO DI MARIA,12445 E 39TH AVE STE. 420,DENVER,CO,80239,DENVER,39.772913,-104.843796,1,rooftop
CO-W-15032,PHILIP AND SUSAN PATTON,THE PEACHFORK,THE PEACHFORK,281 33 RD,PALISADE,CO,81526,MESA,39.045918,-108.441663,1,rooftop
CO-W-15033,BLUE MOUNTAIN VINEYARDS LTD,,BLUE MOUNTAIN VINEYARDS LTD,4480 HOOT OWL DR,BERTHOUD,CO,80513,LARIMER,40.266384,-105.153568,1,rooftop
CO-W-15035,"ALLIS RANCH WINERY, LLC",,ALLIS RANCH WINERY,901 ALLIS RANCH RD,SEDALIA,CO,80135,DOUGLAS,39.349561,-104.96992,1,rooftop
CO-W-15038,"VINTNERS IN THE SPA, L.L.C.",D'VINE WINE MANITOU SPRINGS,D'VINE WINE MANITOU SPRINGS,934 MANITOU AVE SUITE 108,MANITOU SPRINGS,CO,80829,EL PASO,38.859502,-104.917875,1,rooftop
CO-W-15039,5680 L.L.C.,,5680 L.L.C.,14652 PEONY LN,PAONIA,CO,81428,DELTA,38.86662,-107.603889,1,rooftop
CO-W-15041,"DESERT SUN VINEYARDS & WINERY, LLC",DESERT SUN VINEYARDS & WINERY,DESERT SUN VINEYARDS & WINERY,3230 B 1/2 RD,GRAND JUNCTION,CO,81503,MESA,39.070318,-108.570906,0.8,range_interpolation
CO-W-15042,SUMMIT CELLARS LLC,SUMMIT CELLARS,SUMMIT CELLARS,595 36 RD,PALISADE,CO,81526,MESA,39.092083,-108.387482,1,rooftop
CO-W-15046,AVANT VINEYARDS INC.,,AVANT VINEYARDS,3486 E RD,PALISADE,CO,81526,MESA,39.080302,-108.406307,1,rooftop
CO-W-15048,LAWRENCE DAVID GARRETT,GARRETT ESTATE CELLARS,GARRETT ESTATE CELLARS,53528 FALCON RD,OLATHE,CO,81425,MONTROSE,38.591716,-108.082367,1,range_interpolation
CO-W-15049,"VARAISON VINEYARDS AND WINERY, LLC",,VARAISON VINEYARDS AND WINERY,405 W FIRST ST,PALISADE,CO,81526,MESA,39.111906,-108.355791,1,rooftop
CO-W-15050,NORTH FORK CELLARS LLC,NORTH FORK CELLARS LLC,NORTH FORK CELLARS,386 HIGH ST,HOTCHKISS,CO,81419,DELTA,38.801937,-107.716834,1,rooftop
CO-W-15051,"MAISON LA BELLE VIE, INC.",,MAISON LA BELLE VIE,3575 G RD,PALISADE,CO,81526,MESA,39.104651,-108.38954,1,rooftop
CO-W-15052,"TWO BROTHERS VINEYARDS, LLC",BLACK FOREST MEADERY,BLACK FOREST MEADERY,6420 BURROWS RD A,COLORADO SPRINGS,CO,80908,EL PASO,38.999664,-104.706463,1,rooftop
CO-W-15053,"ASPEN PEAK CELLARS, INC",ASPEN PEAK CELLARS,ASPEN PEAK CELLARS,60750 US HWY 285,BAILEY,CO,80421,PARK,39.405448,-105.475926,1,range_interpolation
CO-W-15056,ZEPHYR CELLARS LTD.,ZEPHYR CELLARS,ZEPHYR CELLARS,200 12TH ST UNIT 102,LOVELAND,CO,80537,LARIMER,40.404957,-105.077812,0.9,range_interpolation
CO-W-15058,PLEASANT VIEW VINEYARDS LLC,PLEASANT VIEW VINEYARDS,PLEASANT VIEW VINEYARDS,22970 COUNTY ROAD 10,PLEASANT VIEW,CO,81331,MONTEZUMA,37.551564,-108.829926,0.33,place
CO-W-15059,FOX FIRE FARMS LLC THREE,FOX FIRE FARMS,FOX FIRE FARMS,5513 COUNTY RD 321,IGNACIO,CO,81137,LA PLATA,37.078102,-107.587162,1,rooftop
CO-W-15061,SPRING CREEK VINEYARDS LLC,,SPRING CREEK VINEYARDS,1702 WILLOW ST,CANON CITY,CO,81212,FREMONT,38.41711,-105.194023,1,rooftop
CO-W-15062,"VINO SALIDA, LLC","VINO SALIDA, INC.",VINO SALIDA,10495 CR 120,SALIDA,CO,81242,CHAFFEE,38.517122,-106.068463,0.7,range_interpolation
CO-W-15065,"CIATANO'S VINEYARDS, LLC",CIATANO'S VINEYARDS,CIATANO'S VINEYARDS,200 12TH ST UNIT 102,LOVELAND,CO,80537,LARIMER,40.404957,-105.077812,0.9,range_interpolation
CO-W-15066,LAWRENCE E. PARKER & NINA L. PARKER,FIRE MOUNTAIN VINEYARD,FIRE MOUNTAIN VINEYARD,38594 STUCKER MESA RD,HOTCHKISS,CO,81419,DELTA,38.862938,-107.640949,1,rooftop
CO-W-15067,"GUBBINI WINERY, LLC",GUBBINI WINERY,GUBBINI WINERY,3697 F RD,PALISADE,CO,81526,MESA,39.091283,-108.366664,1,rooftop
CO-W-15068,SETTEMBRE CELLARS LLC,SETTEMBRE CELLARS,SETTEMBRE CELLARS,1501 LEE HILL DR #16,BOULDER,CO,80304,BOULDER,40.063172,-105.279552,0.9,rooftop
CO-W-15069,CARRIAGE HOUSE LLC,WATER 2 WINE CO-2,WATER 2 WINE CO-2,9608 E ARAPAHOE RD,GREENWOOD VILLAGE,CO,80112,ARAPAHOE,39.594881,-104.877652,1,range_interpolation
CO-W-15071,BOLDRON FARM LTD,HONEYJACK,HONEYJACK,9769 W 119TH DR BAY 7,BROOMFIELD,CO,80020,BROOMFIELD,39.912395,-105.106625,0.5,rooftop
CO-W-15072,ROCKYSPRING WINERY LLC,ROCKYSPRING WINERY,ROCKYSPRING WINERY,1339 WOLFE RD,HARTSEL,CO,80449,PARK,38.883494,-105.694199,1,range_interpolation
CO-W-15073,"SWEETHEART CITY WINES, LLC",,SWEETHEART CITY WINES,5500 W HWY 34,LOVELAND,CO,80537,LARIMER,40.407544,-105.157824,0.9,rooftop
CO-W-15074,TWO BEES LLC,HUNTERS MOON MEADERY,HUNTERS MOON MEADERY,404 IMMIGRANT TRL,SEVERANCE,CO,80550,WELD,40.524953,-104.856983,1,rooftop
CO-W-15075,"COLORADO CIDER COMPANY, LLC",COLORADO CIDER COMPANY,COLORADO CIDER COMPANY,2650 W 2ND AVE UNIT 10,DENVER,CO,80219,DENVER,39.719388,-105.019466,1,rooftop
CO-W-15076,"ANATOMY WINES, LLC",ANATOMY WINES,ANATOMY WINES,1017 BUFFALO RIDGE RD,CASTLE ROCK,CO,80108,DOUGLAS,39.473343,-104.906453,1,rooftop
CO-W-15077,"COLTERRIS, LLC",COLTERRIS WINES,COLTERRIS WINES,3907 N RIVER RD,PALISADE,CO,81526,MESA,39.114166,-108.325888,1,rooftop
CO-W-15078,"VIEW POINT WINES, LLC",VIEW POINT WINES,VIEW POINT WINES,3075 FOUR MILE CANYON DR,BOULDER,CO,80302,BOULDER,40.038108,-105.353747,1,rooftop
CO-W-15079,"THE INFINITE MONKEY THEOREM, INC.",,THE INFINITE MONKEY THEOREM,3200 LARIMER ST,DENVER,CO,80205,DENVER,39.764218,-104.977546,1,rooftop
CO-W-15080,COLORADO STATE UNIVERSITY,RAM'S POINT WINERY,RAM'S POINT WINERY,3168 B 1/2 RD,GRAND JUNCTION,CO,81503,MESA,39.084686,-108.467746,0.8,range_interpolation
CO-W-15081,"VINTAGES HANDCRAFTED WINE INTERNATIONAL, INC.",,VINTAGES HANDCRAFTED WINE INTERNATIONAL,120 W OLIVE ST,FORT COLLINS,CO,80524,LARIMER,40.584582,-105.078125,1,rooftop
CO-W-15082,POINT BLANK WINERY LLC,POINT BLANK WINERY,POINT BLANK WINERY,6547 S RACINE CIR STE 1400,CENTENNIAL,CO,80111,ARAPAHOE,39.597041,-104.843828,1,rooftop
CO-W-15083,TT ENTERPRISE,THE QUEEN'S HONEYWINE,THE QUEEN'S HONEYWINE,865 S LEYDEN ST,DENVER,CO,80220,DENVER,39.700582,-104.915609,0.9,rooftop
